"상태","업체명","식별번호","규격","2025-12-17","2025-12-24","2025-12-26","2025-12-30","2025-12-31","2026-01-02","변동액","계약종료일"
"SAME","주식회사 리퓨터","25012712","데스크톱컴퓨터, 리퓨터, X3358S2N, Intel Core i5 13500(2.5GHz)","930000","930000","930000","930000","930000","930000","0","2029.09.30"
"UP","주식회사누리나루","25745582","데스크톱컴퓨터, 누리나루, NRS-415120, Intel Core i3-14100(3.5GHz)","931000","931000","931000","930000","930000","931000","1000","2029.09.30"
"SAME","주식회사 리퓨터","25527983","데스크톱컴퓨터, 리퓨터, H4437E4N, Intel Core i3 14100(3.5GHz)","931000","931000","931000","931000","931000","931000","0","2029.09.30"
"SAME","주식회사 리퓨터","25527970","데스크톱컴퓨터, 리퓨터, X3437E4N, Intel Core i3 14100(3.5GHz)","931000","931000","931000","931000","931000","931000","0","2029.09.30"
"SAME","주식회사 주연테크","25792396","데스크톱컴퓨터, 주연테크, JS-144F5S, Intel Core i5-14400(2.5GHz)","931900","931900","931900","931900","931900","931900","0","2029.09.30"
"UP","주식회사 주연테크","25792442","데스크톱컴퓨터, 주연테크, JA-144F5S, Intel Core i5-14400(2.5GHz)","931900","931900","931900","931000","931000","931900","900","2029.09.30"
"UP","사단법인 나너우리","25784867","데스크톱컴퓨터, 나너우리, IYU-M45J9, Intel Core i5 14500(2.6GHz)","932500","932500","932500","931900","931900","1237500","305600","2029.09.30"
"UP","주식회사 코리","25673557","데스크톱컴퓨터, 코리, CR176-S4516300, Intel&nbsp;Core&nbsp;i5-14500(2.6GHz)","932500","932500","932500","932500","932500","1166500","234000","2029.09.30"
"UP","주식회사 엔와이컴퓨터","25817171","데스크톱컴퓨터, 엔와이컴퓨터, NY-PR77PBI00, AMD Ryzen7 PRO 7745(3.8GHz)","934200","934200","934200","932500","932500","1112400","179900","2029.09.30"
"UP","주식회사 엔와이컴퓨터","25817167","데스크톱컴퓨터, 엔와이컴퓨터, NY-ER77PBI00, AMD Ryzen7 PRO 7745(3.8GHz)","934200","934200","934200","934200","934200","1112400","178200","2029.09.30"
"SAME","스마트솔루션 유한회사","24814227","데스크톱컴퓨터, 스마트솔루션, SDS5A-G1621, Intel Core i5 12500(3.0GHz)","934200","1040200","1040200","1040200","1040200","1040200","0","2028.02.09"
"UP","스마트솔루션 유한회사","24814222","데스크톱컴퓨터, 스마트솔루션, SDT5A-G1621, Intel Core i5 12500(3.0GHz)","934200","1040200","1040200","1040100","1040100","1040200","100","2028.02.09"
"UP","사단법인 한국사회적일자리개발원","24526139","데스크톱컴퓨터, 한국사회적일자리개발원, DT12-S508M20G0, Intel Core i5 12500(3.0GHz)","934300","934300","934300","934200","934200","1131100","196900","2029.09.30"
"UP","사단법인 한국사회적일자리개발원","24526167","데스크톱컴퓨터, 한국사회적일자리개발원, DT12-B508M20G0, Intel Core i5 12500(3.0GHz)","934300","934300","934300","934300","934300","1131100","196800","2029.09.30"
"UP","주식회사 트리엠","25726647","데스크톱컴퓨터, 트리엠, TX4-RH5-506, Intel Core i5-14500(2.6GHz)","934400","934400","934400","934300","934300","1206200","271900","2029.06.25"
"UP","주식회사 기린","25661570","데스크톱컴퓨터, 기린, KR176-T4416300, Intel&nbsp;Core&nbsp;i5-14400(2.5GHz)","934500","934500","934500","934400","934400","1305500","371100","2029.09.30"
"SAME","주식회사 에이텍컴퓨터","25569822","데스크톱컴퓨터, 에이텍컴퓨터, A2SC-5NBDF, Intel Core i5 12500(3.0GHz)","935000","935000","","","",,"0","2029.09.30"
"UP","위더스컴퓨터 주식회사","24935040","데스크톱컴퓨터, 위더스컴퓨터, B7S-50N58, Intel Core i5 13500(2.5GHz)","935100","935100","935100","934500","934500","1128000","193500","2029.09.30"
"UP","위더스컴퓨터 주식회사","24935044","데스크톱컴퓨터, 위더스컴퓨터, B7T-50N58, Intel Core i5 13500(2.5GHz)","935100","935100","935100","935100","935100","1128000","192900","2029.09.30"
"UP","주식회사 스마트인디지털","24502764","데스크톱컴퓨터, 스마트인디지털, DLM5-PGESAT, Intel Core i5 12500(3GHz)","936000","936000","936000","935100","936000","1291800","355800","2029.09.30"
"UP","주식회사 인텍","25229306","데스크톱컴퓨터, 인텍, IT176-S3516300, Intel Core i5-13500(2.5GHz)","936000","936000","936000","936000","935100","1284000","348900","2029.03.14"
"UP","(주)컴트리","25664476","데스크톱컴퓨터, 컴트리, CSG-D4O1C12, Intel Core i5-13400(2.5GHz)","936700","936700","936700","936000","936000","936700","700","2029.09.30"
"SAME","주식회사 에이치케이시스템","25769854","데스크톱컴퓨터, 에이치케이시스템, HT7B-DX52P0, AMD Ryzen5 PRO 7645(3.8GHz)","937000","937000","937000","937000","937000","937000","0","2029.09.30"
"UP","주식회사 에이치케이시스템","25770791","데스크톱컴퓨터, 에이치케이시스템, HS7B-DX52P0, AMD Ryzen5 PRO 7645(3.8GHz)","937000","937000","937000","936700","936700","937000","300","2029.09.30"
"UP","몬스타주식회사","24569723","데스크톱컴퓨터, 몬스타, MPC-M125R16S256, Intel Core i5 12500(3GHz)","937560","937560","937560","937000","937000","1281560","344560","2027.08.24"
"UP","몬스타주식회사","24569701","데스크톱컴퓨터, 몬스타, MPC-S125R16S256, Intel Core i5 12500(3GHz)","937560","937560","937560","937560","937560","1281560","344000","2027.08.24"
"UP","주식회사 기린","25001216","데스크톱컴퓨터, 기린, KR176-S3516210, Intel Core i5 13500(2.5GHz)","937800","937800","937800","937560","937560","1248800","311240","2029.09.30"
"UP","(주)레드스톤시스템","25618510","데스크톱컴퓨터, 레드스톤시스템, ASZ-7756HIKP, AMD Ryzen7 7745(3.8GHz)","939000","939000","939000","937800","937800","1127000","189200","2029.09.30"
"UP","(주)다컴시스템","25586021","데스크톱컴퓨터, 다컴시스템, SI4EKM-4600BA, Intel Core i5 14400(2.5GHz)","939000","939000","939000","939000","939000","1258000","319000","2029.09.30"
"UP","(주)다컴시스템","25586019","데스크톱컴퓨터, 다컴시스템, MI4EKD-4600BA, Intel Core i5 14400(2.5GHz)","939000","939000","939000","939000","939000","1258000","319000","2029.09.30"
"UP","주식회사 스마트인디지털","24499216","데스크톱컴퓨터, 스마트인디지털, DLS5-PGESAT, Intel Core i5 12500(3GHz)","939000","939000","939000","939000","939000","1294800","355800","2029.09.30"
"SAME","주식회사 엔와이컴퓨터","24479461","데스크톱컴퓨터, 엔와이컴퓨터, NY-B125AI00, Intel Core i5 12500(3.0GHz)","939300","","","","",,"0","2029.09.30"
"UP","주식회사 서버앤컴퓨터","24158955","데스크톱컴퓨터, 서버앤컴퓨터, DECA-N7802, Intel Core i7 10700(2.9GHz)","940000","940000","940000","939000","939000","940000","1000","2026.04.29"
"UP","주식회사 아이티에스","25155334","데스크톱컴퓨터, 아이티에스, ITS-DS13-G5B51, Intel Core i5 13500(2.5GHz)","940000","940000","940000","940000","940000","1315000","375000","2028.02.12"
"UP","주식회사 아이티에스","25155322","데스크톱컴퓨터, 아이티에스, ITS-DT13-G5B51, Intel Core i5 13500(2.5GHz)","940000","940000","940000","940000","940000","1315000","375000","2028.02.12"
"UP","위메이드 보호작업장","25229330","데스크톱컴퓨터, 위메이드 보호작업장, RTS-L2ZM5VZ, Intel Core i5 13400(2.5GHz)","941100","941100","941100","940000","940000","1186200","246200","2026.07.19"
"UP","위메이드 보호작업장","25229315","데스크톱컴퓨터, 위메이드 보호작업장, RTM-L2ZM5VZ, Intel Core i5 13400(2.5GHz)","941100","941100","941100","941100","941100","1186200","245100","2026.07.19"
"UP","위메이드 보호작업장","25638692","데스크톱컴퓨터, 위메이드 보호작업장, RTM-42ZM5VZ, Intel Core i5 14400(2.5GHz)","941300","941300","941300","941100","941100","1274400","333300","2026.07.19"
"UP","위메이드 보호작업장","25638686","데스크톱컴퓨터, 위메이드 보호작업장, RTS-42ZM5VZ, Intel Core i5 14400(2.5GHz)","941300","941300","941300","941300","941300","1274400","333100","2026.07.19"
"UP","주식회사 성주컴텍","24474025","데스크톱컴퓨터, 성주컴텍, TD210-GAL30S1M, Intel Core i7 12700(2.1GHz)","941600","941600","941600","941300","941300","1277400","336100","2029.09.30"
"UP","위더스컴퓨터 주식회사","24487403","데스크톱컴퓨터, 위더스컴퓨터, H6T-50N2H116, Intel Core i5 12500(3.0GHz)","942000","942000","942000","941600","941600","1254000","312400","2029.09.30"
"UP","(주)다컴시스템","25538491","데스크톱컴퓨터, 다컴시스템, MI4DFD-4600BA, Intel Core i5 14500(2.6GHz)","942000","942000","942000","942000","942000","1173000","231000","2029.09.30"
"UP","주식회사 티원엘에스","25859198","데스크톱컴퓨터, 티원엘에스, TMB-D41900S, Intel Core i5 14400(2.5GHz)","942000","942000","942000","942000","942000","1195800","253800","2029.03.18"
"UP","사단법인 나너우리","25784870","데스크톱컴퓨터, 나너우리, IYU-S45J9, Intel Core i5 14500(2.6GHz)","942500","942500","942500","942000","942000","1247500","305500","2029.09.30"
"UP","주식회사 코리","25673561","데스크톱컴퓨터, 코리, CR176-T4516300, Intel&nbsp;Core&nbsp;i5-14500(2.6GHz)","942500","942500","942500","942500","942500","1176500","234000","2029.09.30"
"UP","(주)레드스톤시스템","25618504","데스크톱컴퓨터, 레드스톤시스템, ASZ-7756HKP, AMD Ryzen7 7745(3.8GHz)","943600","943600","943600","942500","942500","1131600","189100","2029.09.30"
"UP","(주)한성컴퓨터","25110176","데스크톱컴퓨터, 한성컴퓨터, T7-A7850V0, AMD Ryzen 5 PRO 7645(3.8GHz)","943900","943900","943900","943600","943600","1243000","299400","2027.08.08"
"UP","위더스컴퓨터 주식회사","25695795","데스크톱컴퓨터, 위더스컴퓨터, B7L-440N2H116, Intel Core i5 14400(2.5GHz)","944000","944000","944000","943900","943900","1306000","362100","2029.09.30"
"UP","주식회사 인텍","25232514","데스크톱컴퓨터, 인텍, IT176-T3516300, Intel Core i5-13500(2.5GHz)","946000","946000","946000","944000","944000","1294000","350000","2029.03.14"
"UP","(주)레드스톤시스템","25148523","데스크톱컴퓨터, 레드스톤시스템, DMY-3566HKPF, Intel i5 13500(2.5GHz)","947500","947500","947500","947500","947500","1157500","210000","2029.09.30"
"UP","(주)레드스톤시스템","25148552","데스크톱컴퓨터, 레드스톤시스템, CSY-3566HKPF, Intel i5 13500(2.5GHz)","947500","947500","947500","946000","946000","1157500","211500","2029.09.30"
"SAME","주식회사 에이텍컴퓨터","25573208","데스크톱컴퓨터, 에이텍컴퓨터, A4UM-5NBDN, Intel Core i5 14500(2.6GHz)","949000","949000","","","",,"0","2029.09.30"
"UP","주식회사 트리엠","25470495","데스크톱컴퓨터, 트리엠, TX3-CB5-5106, Intel Core i5 13500(2.5GHz)","949200","949200","949200","947500","947500","1246500","299000","2029.06.25"
"SAME","주식회사 엔와이컴퓨터","24479497","데스크톱컴퓨터, 엔와이컴퓨터, NY-P125AI00, Intel Core i5 12500(3.0GHz)","949300","","","","",,"0","2029.09.30"
"UP","사단법인 나너우리","24594810","데스크톱컴퓨터, 나너우리, IYU-M25I7, Intel Core 5 12500(3.0GHz)","950000","950000","950000","949200","949200","1060000","110800","2029.09.30"
"SAME","주식회사 주연테크","24987008","데스크톱컴퓨터, 주연테크, JA-135F50S, Intel Core i5 13500(2.5GHz)","950100","950100","950100","","",,"0","2029.09.30"
"UP","주식회사 인비전","25738646","데스크톱컴퓨터, 인비전, IV-S745165, Intel Core i5 14500(2.6GHz)","951000","951000","951000","950000","950000","951000","1000","2029.09.30"
"SAME","주식회사 삼보컴퓨터","25564200","데스크톱컴퓨터, 삼보컴퓨터, DG481-GB51-009, Intel Core i5 13500(2.5GHz)","952000","952000","","","",,"0","2029.09.30"
"UP","(주)레드스톤시스템","25148553","데스크톱컴퓨터, 레드스톤시스템, CSY-3566HLPF, Intel i5 13500(2.5GHz)","952100","952100","952100","951000","951000","1162100","211100","2029.09.30"
"UP","(주)레드스톤시스템","25148524","데스크톱컴퓨터, 레드스톤시스템, DMY-3566HLPF, Intel i5 13500(2.5GHz)","952100","952100","952100","952100","952100","1162100","210000","2029.09.30"
"UP","사단법인 나너우리","24594848","데스크톱컴퓨터, 나너우리, IYU-S25J7, Intel Core i5 12500(3.0GHz)","952500","952500","952500","952500","952500","1092500","140000","2029.09.30"
"UP","사단법인 나너우리","24594809","데스크톱컴퓨터, 나너우리, IYU-M25J7, Intel Core 5 12500(3.0GHz)","952500","952500","952500","952100","952100","1092500","140400","2029.09.30"
"UP","주식회사 성주컴텍","25231929","데스크톱컴퓨터, 성주컴텍, TD210-GRYB770S1M, AMD Ryzen7 PRO 7745(3.8GHz)","952600","952600","952600","952600","952600","1219200","266600","2029.09.30"
"UP","주식회사 성주컴텍","25231923","데스크톱컴퓨터, 성주컴텍, SD110-GRYB770S1M, AMD Ryzen7 PRO 7745(3.8GHz)","952600","952600","952600","952500","952500","1219200","266700","2029.09.30"
"UP","주식회사 트리엠","25470514","데스크톱컴퓨터, 트리엠, TX3-RB5-5106, Intel Core i5 13500(2.5GHz)","953200","953200","953200","952600","952600","1250500","297900","2029.06.25"
"UP","주식회사 티원엘에스","24878974","데스크톱컴퓨터, 티원엘에스, TMB-C41910, Intel Core i5 13400(2.5GHz)","953800","953800","953800","953200","953200","1180900","227700","2029.03.18"
"UP","(주)레드스톤시스템","25618450","데스크톱컴퓨터, 레드스톤시스템, DMY-4466HKP, Intel Core i5 14400(2.5GHz)","954000","954000","954000","953800","953800","1292000","338200","2029.09.30"
"UP","(주)레드스톤시스템","25618477","데스크톱컴퓨터, 레드스톤시스템, CSY-4466HKP, Intel Core i5 14400(2.5GHz)","954000","954000","954000","954000","954000","1292000","338000","2029.09.30"
"UP","주식회사 비엔피","25075294","데스크톱컴퓨터, 비엔피, B5S-31T8S5HN, Intel Core i5 13500(2.5GHz)","954600","954600","954600","954000","954000","1118600","164600","2029.09.30"
"UP","주식회사 비엔피","25085029","데스크톱컴퓨터, 비엔피, B5M-31T8S5HN, Intel Core i5 13500(2.5GHz)","954600","954600","954600","954600","954600","1118600","164000","2029.09.30"
"UP","주식회사 서버앤컴퓨터","24589644","데스크톱컴퓨터, 서버앤컴퓨터, DODE-T51612, Intel Core i5 12500(3.0GHz)","955000","955000","955000","954600","954600","955000","400","2026.04.29"
"SAME","주식회사 삼보컴퓨터","25564209","데스크톱컴퓨터, 삼보컴퓨터, DT281-GB51-013, Intel Core i5 13500(2.5GHz)","955000","","","955000","",,"0","2029.09.30"
"SAME","주식회사 대우루컴즈","25236495","데스크톱컴퓨터, 대우루컴즈, DT361B-356520, Intel Core i5 13500(2.5GHz)","955000","955000","","","",,"0","2029.09.30"
"UP","주식회사 에이텍컴퓨터","25569862","데스크톱컴퓨터, 에이텍컴퓨터, A3TC-5NBDF, Intel Core i5 13500(2.5GHz)","955000","955000","955000","955000","955000","1170000","215000","2029.09.30"
"UP","주식회사 에이치케이시스템","25769810","데스크톱컴퓨터, 에이치케이시스템, HTB3-AX52P0, Intel Core i3 14100(3.5GHz)","955200","955200","955200","955000","955000","955200","200","2029.09.30"
"SAME","주식회사 에이치케이시스템","25770750","데스크톱컴퓨터, 에이치케이시스템, HSB3-AX52P0, Intel Core i3 14100(3.5GHz)","955200","955200","955200","955200","955200","955200","0","2029.09.30"
"SAME","스마트솔루션 유한회사","24814221","검색결과1,869건판매량순낮은가격순평점순최신등록순납품사례많은순","955700","1061700","1061700","1061700","1061700","1061700","0","2028.02.09"
"UP","스마트솔루션 유한회사","24814225","데스크톱컴퓨터, 스마트솔루션, SDS5A-G1651, Intel Core i5 12500(3.0GHz)","955700","1061700","1061700","1061000","1061000","1061700","700","2028.02.09"
"UP","주식회사 엔와이컴퓨터","25558771","데스크톱컴퓨터, 엔와이컴퓨터, NY-P144QI00, Intel Core i5 14400(2.5GHz)","957000","957000","957000","955200","955200","1293200","338000","2029.09.30"
"UP","주식회사 엔와이컴퓨터","25558754","데스크톱컴퓨터, 엔와이컴퓨터, NY-E144QI00, Intel Core i5 14400(2.5GHz)","957000","957000","957000","957000","957000","1293200","336200","2029.09.30"
"UP","(주)레드스톤시스템","25331333","데스크톱컴퓨터, 레드스톤시스템, CSY-3563HLP, Intel Core i5 13500(2.5GHz)","957000","957000","957000","957000","957000","1191000","234000","2029.09.30"
"UP","(주)레드스톤시스템","25331278","데스크톱컴퓨터, 레드스톤시스템, DMY-3563HLP, Intel Core i5 13500(2.5GHz)","957000","957000","957000","957000","957000","1191000","234000","2029.09.30"
"UP","주식회사 기린","24481730","데스크톱컴퓨터, 기린, KR161-T2716210V, Intel Core i7 12700(2.1GHz)","957400","957400","957400","957000","957000","1271400","314400","2029.09.30"
"SAME","주식회사 에이텍컴퓨터","25573209","데스크톱컴퓨터, 에이텍컴퓨터, A4KM-3NACN, Intel Core i3 14100(3.5GHz)","958000","958000","","","",,"0","2029.09.30"
"UP","주식회사 트리엠","25726645","데스크톱컴퓨터, 트리엠, TX4-CH5-506, Intel Core i5-14500(2.6GHz)","958400","958400","958400","958400","957400","1230200","272800","2029.06.25"
"UP","(주)유투","25034149","데스크톱컴퓨터, 유투, T5D2-210/B, Intel Core i5 13500(2.5GHz)","958500","958500","958500","958400","958500","1237100","278600","2029.09.30"
"UP","주식회사 성주컴텍","25776528","데스크톱컴퓨터, 성주컴텍, SD110-GRRB20S1M, Intel Core i5 14500(2.6GHz)","959000","959000","959000","958500","958500","1218600","260100","2029.09.30"
"UP","(주)컴트리","24611377","데스크톱컴퓨터, 컴트리, CMG-C7B1SB0, Intel Core i7 12700(2.1GHz)","959400","959400","959400","959000","959000","959400","400","2029.09.30"
"UP","주식회사 트리엠","25726636","데스크톱컴퓨터, 트리엠, TX4-CB5-5506, Intel Core i5-14500(2.6GHz)","959400","959400","959400","959400","959400","1285200","325800","2029.06.25"
"UP","주식회사 트리엠","25726685","데스크톱컴퓨터, 트리엠, TAR-SB77-5506, AMD Ryzen7 Pro 7745(3.8GHz)","959400","959400","959400","959400","959400","1220700","261300","2029.06.25"
"UP","주식회사 비엔피","25031913","데스크톱컴퓨터, 비엔피, B5S-3T8S5H1, Intel Core i5 13500(2.5GHz)","960100","960100","960100","959400","959400","1141100","181700","2029.09.30"
"UP","주식회사 서버앤컴퓨터","24589643","데스크톱컴퓨터, 서버앤컴퓨터, DODE-T5815, Intel Core i5 12500(3.0GHz)","961000","961000","961000","960100","960100","961000","900","2026.04.29"
"SAME","주식회사 인비전","25738652","데스크톱컴퓨터, 인비전, IV-M755165, Intel Core i5 14500(2.6GHz)","961000","961000","961000","961000","961000","961000","0","2029.09.30"
"UP","(주)다컴시스템","25538494","데스크톱컴퓨터, 다컴시스템, SI4DFM-4600BA, Intel Core i5 14500(2.6GHz)","961000","961000","961000","961000","961000","1217000","256000","2029.09.30"
"UP","위메이드 보호작업장","25229331","데스크톱컴퓨터, 위메이드 보호작업장, RTS-L21M2VZ, Intel Core i5 13400(2.5GHz)","961100","961100","961100","961100","961100","1179800","218700","2026.07.19"
"UP","위메이드 보호작업장","25229316","데스크톱컴퓨터, 위메이드 보호작업장, RTM-L21M2VZ, Intel i5 13400(2.5GHz)","961100","961100","961100","961000","961000","1179800","218800","2026.07.19"
"UP","(주)한성컴퓨터","25110174","데스크톱컴퓨터, 한성컴퓨터, T7-A7820V0, AMD Ryzen 5 PRO 7645(3.8GHz)","961600","961600","961600","961100","961100","1287500","326400","2027.08.08"
"SAME","주식회사 엔와이컴퓨터","25817154","데스크톱컴퓨터, 엔와이컴퓨터, NY-P145SI00, Intel Core i5 14500(2.6GHz)","961700","","","","",,"0","2029.09.30"
"SAME","주식회사 에이치케이시스템","25769856","데스크톱컴퓨터, 에이치케이시스템, HG7C-DX52P0, AMD Ryzen7 PRO 7745(3.8GHz)","961800","961800","961800","961800","961800","961800","0","2029.09.30"
"UP","주식회사 에이치케이시스템","25770793","데스크톱컴퓨터, 에이치케이시스템, HF7C-DX52P0, AMD Ryzen7 PRO 7745(3.8GHz)","961800","961800","961800","961600","961600","961800","200","2029.09.30"
"UP","주식회사 테트라","25437134","데스크톱컴퓨터, 테트라, T-MDT455S8, Intel Core i5 14500(2.6GHz)","961800","961800","961800","961800","961800","1117300","155500","2029.09.30"
"UP","주식회사누리나루","25745574","데스크톱컴퓨터, 누리나루, NRS-345110, Intel Core i5-13400(2.5GHz)","962000","962000","962000","961800","961800","962000","200","2029.09.30"
"UP","주식회사 삼보컴퓨터","25225213","데스크톱컴퓨터, 삼보컴퓨터, DT285-A770-001, AMD Ryzen 7 PRO 7745(3.8GHz)","962000","962000","962000","962000","962000","1177000","215000","2029.09.30"
"UP","주식회사 삼보컴퓨터","25225193","데스크톱컴퓨터, 삼보컴퓨터, DG485-A771-004, AMD  Ryzen 7 PRO 7745(3.8GHz)","962000","962000","962000","962000","962000","1177000","215000","2029.09.30"
"UP","(주)유투","25479199","데스크톱컴퓨터, 유투, T5E2-220, Intel Core i5 14500(2.6GHz)","963000","963000","963000","962200","962200","1272100","309900","2029.09.30"
"UP","주식회사 인텍","25822381","데스크톱컴퓨터, 인텍, ITA176-S4416320, IntelCore i5-14400(2.5GHz)","963000","963000","963000","963000","963000","1306000","343000","2029.03.14"
"UP","주식회사 인텍","25822417","데스크톱컴퓨터, 인텍, ITA176-T4416320, IntelCore i5-14400(2.5GHz)","963000","963000","963000","963000","963000","1306000","343000","2029.03.14"
"UP","주식회사 트리엠","25726640","데스크톱컴퓨터, 트리엠, TX4-RB5-5506, Intel Core i5-14500(2.6GHz)","963400","963400","963400","963000","963000","1289200","326200","2029.06.25"
"UP","주식회사 트리엠","25726686","데스크톱컴퓨터, 트리엠, TAR-TB77-5506, AMD Ryzen7 Pro 7745(3.8GHz)","963400","963400","963400","963400","963400","1224700","261300","2029.06.25"
"UP","사단법인 한국사회적일자리개발원","24526150","데스크톱컴퓨터, 한국사회적일자리개발원, DT12-S708M50G0, Intel Core i7 12700(2.1GHz)","963600","963600","963600","963400","963400","1145800","182400","2029.09.30"
"UP","위더스컴퓨터 주식회사","25695796","데스크톱컴퓨터, 위더스컴퓨터, B7L-440N5H116, Intel Core i5 14400(2.5GHz)","964000","964000","964000","963600","963600","1333000","369400","2029.09.30"
"UP","(주)레드스톤시스템","25618492","데스크톱컴퓨터, 레드스톤시스템, BMZ-7656HMP, AMD Ryzen5 7645(3.8GHz)","965000","965000","965000","964000","964000","1220000","256000","2029.09.30"
"UP","주식회사 스마트인디지털","24502753","데스크톱컴퓨터, 스마트인디지털, DLM5-HGBSAT(103), Intel Core i5 12500(3GHz)","965000","965000","965000","965000","965000","1178000","213000","2029.09.30"
"UP","주식회사 메이커스테크놀로지","25708417","데스크톱컴퓨터, 메이커스테크놀로지, D12705H116, Intel Core i7 12700(2.1GHz)","965200","965200","965200","965000","965000","1221300","256300","2029.09.30"
"SAME","주식회사 인비전","25738643","데스크톱컴퓨터, 인비전, IV-S744165H2, Intel Core i5 14400(2.5GHz)","966000","966000","966000","966000","966000","966000","0","2029.09.30"
"SAME","주식회사 리퓨터","25012697","데스크톱컴퓨터, 리퓨터, H4357S2N, Intel Core i5 13500(2.5GHz)","966000","966000","966000","966000","966000","966000","0","2029.09.30"
"UP","주식회사 리퓨터","25012714","데스크톱컴퓨터, 리퓨터, X3357S2N, Intel Core i5 13500(2.5GHz)","966000","966000","966000","965200","965200","966000","800","2029.09.30"
"UP","주식회사 기린","25309002","데스크톱컴퓨터, 기린, KR176-T3516220, Intel Core i5-13500(2.5GHz)","967000","967000","967000","966000","966000","1249000","283000","2029.09.30"
"SAME","주식회사 에이치케이시스템","25769818","데스크톱컴퓨터, 에이치케이시스템, HTB4-BX50P0, Intel Core i5 14400(2.5GHz)","967000","967000","967000","967000","967000","967000","0","2029.09.30"
"SAME","주식회사 에이치케이시스템","25770760","데스크톱컴퓨터, 에이치케이시스템, HSB4-BX50P0, Intel Core i5 14400(2.5GHz)","967000","967000","967000","967000","967000","967000","0","2029.09.30"
"UP","(주)유투","25479193","데스크톱컴퓨터, 유투, T5E2-500/B, Intel Core i5 14500(2.6GHz)","968000","968000","968000","968000","968000","1230800","262800","2029.09.30"
"UP","주식회사 서버앤컴퓨터","24158956","데스크톱컴퓨터, 서버앤컴퓨터, DECA-N7811, Intel Core i7 10700(2.9GHz)","968000","968000","968000","967000","967000","968000","1000","2026.04.29"
"UP","주식회사 인텍","25822382","데스크톱컴퓨터, 인텍, ITA176-S4516300, IntelCore i5-14500(2.6GHz)","968000","968000","968000","968000","968000","1228000","260000","2029.03.14"
"UP","주식회사 인텍","25822418","데스크톱컴퓨터, 인텍, ITA176-T4516300, IntelCore i5-14500(2.6GHz)","968000","968000","968000","968000","968000","1228000","260000","2029.03.14"
"UP","(주)유투","25479178","데스크톱컴퓨터, 유투, S4E2-220/B, Intel Core i5 14400(2.5GHz)","969000","969000","969000","969000","969000","1275800","306800","2029.09.30"
"UP","(주)유투","25479181","데스크톱컴퓨터, 유투, S5E2-220, Intel Core i5 14500(2.6GHz)","969000","969000","969000","968000","968000","1278100","310100","2029.09.30"
"SAME","주식회사누리나루","25748079","데스크톱컴퓨터, 누리나루, NRS-445110, Intel Core i5-14400(2.5GHz)","970000","970000","970000","970000","970000","970000","0","2029.09.30"
"UP","주식회사 대우루컴즈","25563917","데스크톱컴퓨터, 대우루컴즈, DT367B-346500, Intel Core i5 13400(2.5GHz)","970000","970000","970000","969000","969000","1191000","222000","2029.09.30"
"UP","주식회사 대우루컴즈","25563907","데스크톱컴퓨터, 대우루컴즈, DS367A-346500, Intel Core i5 13400(2.5GHz)","970000","970000","970000","970000","970000","1191000","221000","2029.09.30"
"UP","위더스컴퓨터 주식회사","24487397","데스크톱컴퓨터, 위더스컴퓨터, H6S-50N5H116, Intel Core i5 12500(3.0GHz)","971000","971000","971000","970000","970000","1293000","323000","2029.09.30"
"UP","위더스컴퓨터 주식회사","24487406","데스크톱컴퓨터, 위더스컴퓨터, H6T-50N5H116, Intel Core i5 12500(3.0GHz)","971000","971000","971000","971000","971000","1293000","322000","2029.09.30"
"UP","주식회사 스마트인디지털","24499235","데스크톱컴퓨터, 스마트인디지털, DLM7-PGESAT, Intel Core i7 12700(2.1GHz)","972300","972300","972300","971000","971000","1291000","320000","2029.09.30"
"UP","사단법인 한국사회적일자리개발원","24526169","데스크톱컴퓨터, 한국사회적일자리개발원, DT12-B508M50G0, Intel Core i5 12500(3.0GHz)","973200","973200","973200","972300","972300","1209200","236900","2029.09.30"
"UP","사단법인 한국사회적일자리개발원","24526141","데스크톱컴퓨터, 한국사회적일자리개발원, DT12-S508M50G0, Intel Core i5 12500(3.0GHz)","973200","973200","973200","973200","973200","1209200","236000","2029.09.30"
"UP","주식회사 비엔피","25890497","데스크톱컴퓨터, 비엔피, B5S-41T16S5H2, Intel Core i5 14500(2.6GHz)","973800","973800","973800","973200","973200","1184800","211600","2029.09.30"
"UP","위더스컴퓨터 주식회사","25695809","데스크톱컴퓨터, 위더스컴퓨터, B7S-450N216, Intel Core i5 14500(2.6GHz)","974000","974000","974000","973800","973800","1266000","292200","2029.09.30"
"SAME","주식회사 서버앤컴퓨터","24589651","데스크톱컴퓨터, 서버앤컴퓨터, DODE-T71612, Intel Core i7 12700(2.1GHz)","974000","974000","974000","974000","974000","974000","0","2026.04.29"
"UP","주식회사 삼보컴퓨터","25564201","데스크톱컴퓨터, 삼보컴퓨터, DG481-GB51-011, Intel Core i5 13500(2.5GHz)","974000","974000","974000","974000","974000","1189000","215000","2029.09.30"
"SAME","주식회사 대우루컴즈","25564120","데스크톱컴퓨터, 대우루컴즈, DS361A-356520, Intel Core i5 13500(2.5GHz)","974000","974000","","","",,"0","2029.09.30"
"UP","주식회사 에이텍컴퓨터","25569826","데스크톱컴퓨터, 에이텍컴퓨터, A3SC-5NBDF, Intel Core i5 13500(2.5GHz)","974000","974000","974000","974000","974000","1189000","215000","2029.09.30"
